Global.North.South	AI.Improve.Healthcare
12284	Global North	Very much
12285	Global North	Much
12286	Global North	Very much
12287	Global North	Very much
12288	Global North	Very much
12289	Global North	Much
12290	Global North	Medium
12291	Global North	Much
12292	Global North	Medium
12293	Global North	Medium
12294	Global North	Much
12295	Global North	Little
12296	Global North	Much
12298	Global North	Very much
12299	Global North	Very much
12300	Global North	Much
12301	Global North	Very much
12302	Global North	Little
12303	Global North	Much
12304	Global North	Very much
12305	Global North	Much
12306	Global North	Medium
12307	Global North	Much
12308	Global North	Much
12309	Global North	Little
12310	Global North	Very much
12311	Global North	Very much
12312	Global North	Medium
12313	Global North	Medium
12314	Global North	Very much
12315	Global North	Much
12316	Global North	Much
12317	Global North	Much
12318	Global North	Very much
12319	Global North	Medium
12320	Global North	Much
12321	Global North	Little
12322	Global North	Medium
12323	Global North	Very much
12324	Global North	Much
12325	Global North	Much
12326	Global North	Medium
12327	Global North	Medium
12328	Global North	Medium
12329	Global North	Medium
12330	Global North	Medium
12331	Global North	Much
12332	Global North	Medium
12333	Global North	Medium
12334	Global North	Much
12335	Global North	Very much
12336	Global North	Medium
12337	Global North	Much
12338	Global North	Medium
12339	Global North	Much
12340	Global North	Much
12341	Global North	Very little
12342	Global North	Medium
12343	Global North	Medium
12344	Global North	Very much
12345	Global North	Medium
12346	Global North	Much
12347	Global North	Little
12348	Global North	Little
12349	Global North	Medium
12350	Global North	Medium
12351	Global North	Much
12352	Global North	Much
12353	Global North	Much
12354	Global North	Much
12355	Global North	Medium
12356	Global North	Very much
12357	Global North	Much
12358	Global North	Much
12359	Global North	Much
12360	Global North	Much
12361	Global North	Very much
12362	Global North	Much
12363	Global North	Very little
12364	Global North	Very little
12365	Global North	Much
12366	Global North	Much
12367	Global North	Much
12368	Global North	Very much
12369	Global North	Much
12370	Global North	Much
12371	Global North	Very much
12372	Global North	Very much
12373	Global North	Much
12374	Global North	Much
12375	Global North	Much
12376	Global North	Very much
12377	Global North	Much
12378	Global North	Very much
12379	Global North	Much
12380	Global North	Medium
12381	Global North	Medium
12382	Global North	Much
12383	Global North	Medium
12385	Global North	Medium
12386	Global North	Medium
12387	Global North	Much
12388	Global North	Much
12389	Global North	Much
12390	Global North	Much
12391	Global North	Much
12392	Global North	Medium
12393	Global North	Medium
12394	Global North	Little
12395	Global North	Little
12396	Global North	Medium
12397	Global North	Medium
12398	Global North	Medium
12399	Global North	Medium
12400	Global North	Medium
12401	Global North	Much
12402	Global North	Medium
12403	Global North	Medium
12404	Global North	Much
12405	Global North	Much
12406	Global North	Much
12408	Global North	Very much
12409	Global South	Much
12410	Global South	Very much
12411	Global South	Much
12412	Global South	Medium
12413	Global South	Much
12414	Global South	Much
12415	Global South	Much
12416	Global South	Much
12417	Global South	Medium
12418	Global South	Very much
12419	Global South	Medium
12420	Global South	Much
12421	Global South	Very much
12422	Global South	Medium
12423	Global South	Medium
12424	Global South	Much
12425	Global South	Medium
12426	Global South	Very much
12427	Global South	Very much
12428	Global South	Medium
12429	Global South	Medium
12430	Global South	Very much
12431	Global South	Medium
12432	Global South	Much
12433	Global South	Very much
12434	Global South	Very much
12435	Global South	Much
12436	Global South	Very much
12437	Global South	Very much
12438	Global South	Much
12439	Global South	Medium
12440	Global South	Medium
12441	Global South	Very much
12442	Global South	Very much
12443	Global South	Much
12444	Global South	Much
12445	Global South	Much
12446	Global South	Much
12447	Global South	Very much
12448	Global South	Little
12449	Global South	Medium
12450	Global South	Very much
12451	Global South	Very much
12452	Global South	Much
12453	Global South	Medium
12454	Global South	Very much
12455	Global South	Very much
12456	Global South	Very much
12457	Global South	Medium
12458	Global South	Much
12459	Global South	Very much
12460	Global South	Very much
12461	Global South	Much
12462	Global South	Much
12463	Global South	Much
12464	Global South	Medium
12465	Global South	Medium
12466	Global South	Very much
12467	Global South	Medium
12468	Global South	Much
12469	Global South	Much
12470	Global South	Medium
12471	Global South	Little
12472	Global South	Medium
12473	Global South	Very much
12474	Global South	Very much
12475	Global South	Very much
12476	Global South	Very much
12477	Global South	Very much
12478	Global South	Very little
12479	Global South	Medium
12480	Global South	Very much
12481	Global South	Much
12482	Global South	Much
12483	Global South	Medium
12484	Global South	Much
12485	Global South	Much
12486	Global South	Very much
12487	Global South	Very much
12488	Global South	Very little
12489	Global South	Very much
12490	Global South	Very little
12492	Global South	Much
12493	Global South	Very much
12494	Global South	Very much
12495	Global South	Medium
12496	Global South	Little
12497	Global South	Medium
12498	Global South	Medium
12499	Global South	Medium
12500	Global South	Little
12501	Global South	Little
12502	Global South	Little
12503	Global South	Little
12504	Global South	Much
12505	Global South	Much
12506	Global South	Medium
12507	Global South	Very much
12508	Global South	Very much
12509	Global South	Medium
12510	Global South	Little
12511	Global South	Medium
12512	Global South	Much
12513	Global South	Very much
12514	Global South	Very much
12515	Global South	Much
12516	Global South	Much
12517	Global South	Medium
12518	Global South	Medium
12519	Global South	Medium
12520	Global South	Very much
12521	Global South	Much
12522	Global South	Medium
12523	Global South	Very much
12524	Global South	Medium
12525	Global South	Much
12526	Global South	Much
12527	Global South	Much
12528	Global South	Little
12529	Global South	Much
12530	Global South	Medium
12531	Global South	Medium
12532	Global South	Very much
12533	Global South	Medium
12534	Global South	Medium
12535	Global South	Much
12536	Global South	Very much
12537	Global South	Medium
12538	Global South	Medium
12539	Global South	Very much
12540	Global South	Medium
12541	Global South	Medium
12542	Global South	Much
12543	Global South	Little
12544	Global South	Very much
12545	Global South	Much
12546	Global South	Very much
12547	Global South	Very much
12548	Global South	Much
12549	Global South	Very much
12550	Global South	Very much
12551	Global South	Very much
12552	Global South	Very much
12553	Global South	Medium
12554	Global South	Very much
12555	Global South	Very much
12556	Global South	Very much
12557	Global South	Medium
12558	Global South	Much
12559	Global South	Very much
12560	Global South	Little
12561	Global South	Much
12562	Global South	Much
12563	Global South	Much
12564	Global South	Very much
12565	Global South	Very much
12566	Global South	Medium
12567	Global South	Very much
12568	Global South	Very much
12569	Global South	Very much
12570	Global South	Very much
12571	Global South	Very much
12572	Global South	Very much
12573	Global South	Very much
12574	Global South	Medium
12575	Global South	Very much
12576	Global South	Much
12577	Global South	Very much
12578	Global South	Medium
12579	Global South	Very much
12580	Global South	Medium
12581	Global South	Very much
12582	Global South	Medium
12583	Global South	Very much
12584	Global South	Very much
12585	Global South	Medium
12586	Global South	Very much
12587	Global South	Much
12588	Global South	Very much
12589	Global South	Medium
12590	Global South	Very much
12591	Global South	Much
12592	Global South	Medium
12593	Global South	Medium
12594	Global South	Very much
12595	Global South	Much
12596	Global South	Little
12597	Global South	Medium
12598	Global South	Medium
12599	Global South	Much
12600	Global South	Very much
12601	Global South	Very much
12602	Global South	Medium
12603	Global South	Very little
12604	Global South	Much
12605	Global South	Much
12606	Global South	Medium
12607	Global South	Medium
12608	Global South	Very much
12609	Global South	Medium
12610	Global South	Much
12611	Global South	Very much
12612	Global South	Medium
12613	Global South	Much
12614	Global South	Much
12615	Global South	Much
12616	Global South	Very much
12617	Global South	Much
12618	Global South	Medium
12619	Global South	Much
12620	Global South	Medium
12621	Global South	Medium
12622	Global South	Much
12623	Global South	Very little
12624	Global South	Much
12625	Global South	Very much
12626	Global South	Much
12627	Global South	Very much
12628	Global South	Very much
12629	Global South	Very much
12630	Global South	Much
12631	Global South	Medium
12632	Global South	Very much
12633	Global South	Medium
12634	Global South	Much
12635	Global South	Medium
12636	Global South	Very much
12637	Global South	Little
12638	Global South	Medium
12639	Global South	Very much
12640	Global South	Medium
12641	Global South	Medium
12642	Global South	Medium
12643	Global South	Little
12644	Global South	Medium
12645	Global South	Much
12646	Global South	Medium
12647	Global South	Medium
12648	Global South	Medium
12649	Global South	Very much
12650	Global South	Very much
12651	Global South	Much
12652	Global South	Much
12653	Global South	Very much
12654	Global South	Medium
12655	Global South	Very much
12656	Global South	Much
12657	Global South	Medium
12658	Global South	Medium
12659	Global South	Much
12660	Global South	Much
12661	Global South	Very much
12662	Global South	Medium
12663	Global South	Little
12664	Global South	Very much
12665	Global South	Much
12666	Global South	Much
12667	Global South	Very much
12668	Global South	Very much
12669	Global South	Medium
12670	Global South	Medium
12671	Global South	Medium
12672	Global South	Much
12673	Global South	Very much
12674	Global South	Much
12675	Global South	Much
12676	Global South	Medium
12677	Global South	Much
12678	Global South	Much
12679	Global South	Very much
12680	Global South	Very much
12681	Global South	Very much
12682	Global South	Medium
12683	Global South	Medium
12684	Global South	Much
12685	Global South	Very much
12686	Global South	Much
12687	Global South	Much
